rank,name,version,status,category,artifact_verified,compilation_completed,evidence_scope,sources_checked,source_files_total,remaining,wheel_filename,wheel_sha256,requires_python,evidence
55,rich,15.0.0,incompatible,syntax,True,False,verified_artifact,1,100,99,rich-15.0.0-py3-none-any.whl,33bd4ef74232fb73fe9279a257718407f169c09b78a87ad3d296f548e27de0bb,>=3.9.0,"Verified wheel source fails compilation at rich/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/rich/__init__.py"", line 79
    *,
SyntaxError: *args should be placed before **kwargs
error: Python syntax check failed for '<staging>/wheel/rich/__init__.py' (no source was executed)"
56,markdown-it-py,4.2.0,incompatible,syntax,True,False,verified_artifact,3,66,63,markdown_it_py-4.2.0-py3-none-any.whl,9f7ebbcd14fe59494226453aed97c1070d83f8d24b6fc3a3bcf9a38092641c4a,>=3.10,"Verified wheel source fails compilation at markdown_it/_punycode.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/markdown_it/_punycode.py"", line 48
    encoded = ""."".join(fn(label) for label in labels)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/markdown_it/_punycode.py' (no source was executed)"
57,multidict,6.7.1,incompatible,syntax,True,False,verified_artifact,2,4,2,multidict-6.7.1-py3-none-any.whl,55d97cc6dae627efa6a6e548885712d4864b81110ac76fa4e534c03819fa4a56,>=3.9,"Verified wheel source fails compilation at multidict/_abc.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/multidict/_abc.py"", line 17
    def __getitem__(self, key: str, /) -> _V_co: ...
SyntaxError: expected '@id', got '/'
error: Python syntax check failed for '<staging>/wheel/multidict/_abc.py' (no source was executed)"
58,propcache,0.5.2,unverified,unverified,True,True,verified_artifact,4,4,0,propcache-0.5.2-py3-none-any.whl,be1ddfcbb376e3de5d2e2db1d58d6d67463e6b4f9f040c000de8e300295465fe,>=3.10,"All 4 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
59,s3fs,2026.7.0,incompatible,syntax,True,False,verified_artifact,3,6,3,s3fs-2026.7.0-py3-none-any.whl,64edf3c01ebffab1eec38ff9c09eefbf86a3db14c87d248f795da0e7b801d698,>= 3.10,"Verified wheel source fails compilation at s3fs/core.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/s3fs/core.py"", line 72
    MAX_UPLOAD_PARTS = 10_000  # maximum number of parts for S3 multipart upload
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/s3fs/core.py' (no source was executed)"
60,fastapi,0.141.1,incompatible,syntax,True,False,verified_artifact,4,48,44,fastapi-0.141.1-py3-none-any.whl,bfb91aa2d334c61cb35ba9a116fc123b3d3df31640b801cf57a7a78ec3f603b3,>=3.10,"Verified wheel source fails compilation at fastapi/_compat/shared.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/fastapi/_compat/shared.py"", line 31
    PYDANTIC_VERSION_MINOR_TUPLE = tuple(int(x) for x in PYDANTIC_VERSION.split(""."")[:2])
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/fastapi/_compat/shared.py' (no source was executed)"
61,referencing,0.37.0,incompatible,syntax,True,False,verified_artifact,3,13,10,referencing-0.37.0-py3-none-any.whl,381329a9f99628c9069361716891d34ad94af76e461dcb0335825aecc7692231,>=3.10,"Verified wheel source fails compilation at referencing/_core.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/referencing/_core.py"", line 201
    ) = Specification,
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/referencing/_core.py' (no source was executed)"
62,tomlkit,0.15.1,incompatible,syntax,True,False,verified_artifact,3,12,9,tomlkit-0.15.1-py3-none-any.whl,177a05aece5a8ca5266fd3c448abb47b8d352f09d477d3ca8332db4d89b24304,>=3.9,"Verified wheel source fails compilation at tomlkit/_types.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/tomlkit/_types.py"", line 50
    class _CustomList(MutableSequence, list):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/tomlkit/_types.py' (no source was executed)"
63,frozenlist,1.8.0,incompatible,syntax,True,False,verified_artifact,1,1,0,frozenlist-1.8.0-py3-none-any.whl,0c18a16eab41e82c295618a77502e17b195883241c563b00f0aa5106fc4eaa0d,>=3.9,"Verified wheel source fails compilation at frozenlist/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/frozenlist/__init__.py"", line 85
    else:
SyntaxError: expected an expression, got else
error: Python syntax check failed for '<staging>/wheel/frozenlist/__init__.py' (no source was executed)"
64,jsonschema-specifications,2025.9.1,incompatible,syntax,True,False,verified_artifact,4,4,0,jsonschema_specifications-2025.9.1-py3-none-any.whl,98802fee3a11ee76ecaca44429fda8a41bff98b00a0f2838151b113f210cc6fe,>=3.9,"Verified wheel source fails compilation at jsonschema_specifications/tests/test_jsonschema_specifications.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/jsonschema_specifications/tests/test_jsonschema_specifications.py"", line 40
    finally:
SyntaxError: finally clause is not supported yet
error: Python syntax check failed for '<staging>/wheel/jsonschema_specifications/tests/test_jsonschema_specifications.py' (no source was executed)"
65,pyasn1,0.6.4,incompatible,syntax,True,False,verified_artifact,4,32,28,pyasn1-0.6.4-py3-none-any.whl,deda9277cfd454080ec40b207fb6df82206a3a2688735233cdcd8d3d565f088b,>=3.8,"Verified wheel source fails compilation at pyasn1/codec/ber/decoder.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pyasn1/codec/ber/decoder.py"", line 1565
    def __init__(self, tagMap=_MISSING, typeMap=_MISSING, **ignored):
SyntaxError: expected a literal, got '@id'
error: Python syntax check failed for '<staging>/wheel/pyasn1/codec/ber/decoder.py' (no source was executed)"
66,wheel,0.48.0,incompatible,syntax,True,False,verified_artifact,3,15,12,wheel-0.48.0-py3-none-any.whl,3217dcc807155e45db462d7ef2431f5ddda0d7273b700d05a67b271ceb1287ab,>=3.9,"Verified wheel source fails compilation at wheel/_bdist_wheel.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/wheel/_bdist_wheel.py"", line 194
    f""(default: {get_platform(None)})"",
SyntaxError: expected ')', got '@fstr-begin'
error: Python syntax check failed for '<staging>/wheel/wheel/_bdist_wheel.py' (no source was executed)"
67,websockets,17.1,incompatible,syntax,True,False,verified_artifact,4,52,48,websockets-17.1-py3-none-any.whl,f221081107b8c48184d99f7019604486376e7ef826037e70aad6b02540732c23,>=3.11,"Verified wheel source fails compilation at websockets/asyncio/client.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/websockets/asyncio/client.py"", line 68
    *,
SyntaxError: expected '@id', got ','
error: Python syntax check failed for '<staging>/wheel/websockets/asyncio/client.py' (no source was executed)"
68,aiohappyeyeballs,2.7.1,incompatible,syntax,True,False,verified_artifact,2,5,3,aiohappyeyeballs-2.7.1-py3-none-any.whl,9243213661e29250eb41368e5daa826fc017156c3b8a11440826b2e3ed376472,>=3.10,"Verified wheel source fails compilation at aiohappyeyeballs/_staggered.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/aiohappyeyeballs/_staggered.py"", line 21
    async def _wait_one(
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/aiohappyeyeballs/_staggered.py' (no source was executed)"
69,mdurl,0.1.2,incompatible,syntax,True,False,verified_artifact,2,6,4,mdurl-0.1.2-py3-none-any.whl,84008a41e51615a49fc9966191ff91509e3c40b939176e643fd50a5c2196b8f8,>=3.7,"Verified wheel source fails compilation at mdurl/_decode.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/mdurl/_decode.py"", line 62
    result += ""\ufffd"" * 2
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/mdurl/_decode.py' (no source was executed)"
70,aiosignal,1.4.0,incompatible,syntax,True,False,verified_artifact,1,1,0,aiosignal-1.4.0-py3-none-any.whl,053243f8b92b990551949e63930a839ff0cf0b0ebbe0597b0f3fb19e1a0fe82e,>=3.9,"Verified wheel source fails compilation at aiosignal/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/aiosignal/__init__.py"", line 44
    async def send(self, *args: Unpack[_Ts], **kwargs: Any) -> None:
SyntaxError: expected statement end
error: Python syntax check failed for '<staging>/wheel/aiosignal/__init__.py' (no source was executed)"
71,google-auth,2.57.1,incompatible,syntax,True,False,verified_artifact,2,78,76,google_auth-2.57.1-py3-none-any.whl,ab439dee60a6856412bc058f13a68eb6a59c5b81526bb89cfdcf89ce9c0a48c9,>=3.10,"Verified wheel source fails compilation at google/auth/_agent_identity_utils.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/auth/_agent_identity_utils.py"", line 107
    == abs_well_known_dir
SyntaxError: expected ')', got '=='
error: Python syntax check failed for '<staging>/wheel/google/auth/_agent_identity_utils.py' (no source was executed)"
72,pillow,12.3.0,incompatible,native_only,False,False,metadata,0,,,pillow-12.3.0-cp310-cp310-macosx_10_10_x86_64.whl,6c0016e7b354317c4e9e525b937ac8596c38d2d232b419529b9cd7a1cd46e39a,>=3.10,The selected release has no generic Python3 pure wheel; its published wheels require a platform/ABI or a different Python implementation tag. Artifact bytes were not downloaded. Older releases and source builds were not evaluated.
73,googleapis-common-protos,1.75.3,incompatible,syntax,True,False,verified_artifact,1,68,67,googleapis_common_protos-1.75.3-py3-none-any.whl,a018d2bf098ca9fb6faa08d5bb780e2a2c2f73c566f069761331386c9596d3f2,>=3.10,"Verified wheel source fails compilation at google/api/annotations_pb2.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/google/api/annotations_pb2.py"", line 54
    ]._serialized_options = b""\n\016com.google.apiB\020AnnotationsProtoP\001ZAgoogle.golang.org/genproto/googleapis/api/annotations;annotations\242\002\004GAPI""
SyntaxError: invalid escape char
error: Python syntax check failed for '<staging>/wheel/google/api/annotations_pb2.py' (no source was executed)"
74,pytz,2026.3.post1,incompatible,syntax,True,False,verified_artifact,1,6,5,pytz-2026.3.post1-py2.py3-none-any.whl,dd95840dd199baea12d9cc096a1d452caa6596a1c1e4b5f3dbd1541855d5e815,,"Verified wheel source fails compilation at pytz/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/pytz/__init__.py"", line 195
    finally:
SyntaxError: finally clause is not supported yet
error: Python syntax check failed for '<staging>/wheel/pytz/__init__.py' (no source was executed)"
75,sniffio,1.3.1,incompatible,syntax,True,False,verified_artifact,4,5,1,sniffio-1.3.1-py3-none-any.whl,2f6da418d1f1e0fddd844478f41680e794e6051915791a034ff65e5f100525a2,>=3.7,"Verified wheel source fails compilation at sniffio/_tests/test_sniffio.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/sniffio/_tests/test_sniffio.py"", line 19
    finally:
SyntaxError: finally clause is not supported yet
error: Python syntax check failed for '<staging>/wheel/sniffio/_tests/test_sniffio.py' (no source was executed)"
76,importlib-metadata,9.0.1,incompatible,syntax,True,False,verified_artifact,1,12,11,importlib_metadata-9.0.1-py3-none-any.whl,bba5600596a7e21f3eef53281cf28d6a5195634d2f2b78ff9501a3272c6eaab0,>=3.10,"Verified wheel source fails compilation at importlib_metadata/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/importlib_metadata/__init__.py"", line 124
    for section in cls.read(text, filter_=cls.valid)
SyntaxError: expected ')', got 'for'
error: Python syntax check failed for '<staging>/wheel/importlib_metadata/__init__.py' (no source was executed)"
77,trove-classifiers,2026.6.1.19,unverified,unverified,True,True,verified_artifact,2,2,0,trove_classifiers-2026.6.1.19-py3-none-any.whl,ab4c4ec93cc4a4e7815fa759906e05e6bb3f2fbd92ea0f897288c6a43efd15b3,,"All 2 Python source files compile. Imports, runtime APIs, dependency closure, assets, and behavior were not exercised; this is not a tested compatibility result."
78,zipp,4.1.0,incompatible,syntax,True,False,verified_artifact,1,7,6,zipp-4.1.0-py3-none-any.whl,25ad4e16390cd314347dd8f1de67a2ac538ae658ed4ab9db16029c07c188e97f,>=3.10,"Verified wheel source fails compilation at zipp/__init__.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/zipp/__init__.py"", line 101
    class CompleteDirs(InitializedState, zipfile.ZipFile):
SyntaxError: expected ')', got ','
error: Python syntax check failed for '<staging>/wheel/zipp/__init__.py' (no source was executed)"
79,opentelemetry-semantic-conventions,0.65b0,incompatible,syntax,True,False,verified_artifact,85,127,42,opentelemetry_semantic_conventions-0.65b0-py3-none-any.whl,1cacde7b0ad306f84c5ef08c3dbe1bbaf20165bba6f8bff43b670e555a086bcb,>=3.10,"Verified wheel source fails compilation at opentelemetry/semconv/_incubating/metrics/container_metrics.py. This is the first concrete blocker; later files were not checked.
Traceback (most recent call last):
  File ""<staging>/wheel/opentelemetry/semconv/_incubating/metrics/container_metrics.py"", line 20
    | Generator[Iterable[Observation], CallbackOptions, None]
SyntaxError: expected ')', got '|'
error: Python syntax check failed for '<staging>/wheel/opentelemetry/semconv/_incubating/metrics/container_metrics.py' (no source was executed)"
